scheme,event_id,visa_fee_schedule,cf_fee_id,description,billing_cycle,uom,recovery,product,rate_currency,rate,old_invoice_type,old_service_code_id_or_vi_billing_level,old_service_code_description_or_vi_billing_level,comment_or_actions,edit_table,new_fee_guide_type,new_section_name_level_1,new_subsection_name_level_2
VI,3F3516710,Processing Business Unit,CLEAR-SETTLE,ACQ Clearing & Settlement POS Intra,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,SCHEME,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3519500,Processing Business Unit,CLEAR-SETTLE,ACQ Clearing & Settlement POS Inter,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,SCHEME,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516711,Non-Regulated Business Unit,CLEAR-SETTLE,ACQ Clearing & Settlement POS NonEEA Intra,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,Coverred under 3F3516710,SCHEME,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516712,Non-Regulated Business Unit,CLEAR-SETTLE,ACQ Clearing & Settlement POS NonEEA Swiss Intra,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.05,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,Coverred under 3F3516710,SCHEME,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4260340,Processing Business Unit,CLEAR-SETTLE,PURCHASE - DOMESTIC,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,Coverred under 3F3516900,SCHEME,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4273880,Processing Business Unit,CLEAR-SETTLE,PURCHASE - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,Coverred under 3F3516710,SCHEME,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3616900,Processing Business Unit,CLEAR-SETTLE,PURCHASE ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,Coverred under 3F3516900,SCHEME,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3B1102108,Scheme Business Unit,ECOM FEE,Visa Europe Electronic Commerce Fee * fee ended 25/01/2020,Quarterly,Per Tx (%) ,A,ACQ,EUR,Vary,Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Visa Europe Electronic Commerce Fee **,,SCHEME,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,0
VI,3F3528900,Non-Regulated Business Unit,INT ACQ SERVICE,International Acquiring (Service Fee),Daily,Per Tx (%) ,A,ACQ,CAD,0,Non-Regulated Business Unit,Mandatory Service Components **,International Acquiring (Service Fee) **,,SCHEME,General Fee Schedule ,Mandatory Service Components,International Acquiring (Service Fee)
VI,3F3528901,Non-Regulated Business Unit,INT ACQ SERVICE,NON EEA INTERNATIONAL ACQUIRING FEE,Daily,Per Tx (%) ,A,ACQ,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,International Acquiring (Service Fee) **,Coverred under 3F3528900,SCHEME,General Fee Schedule ,Mandatory Service Components,International Acquiring (Service Fee)
VI,3F3528903,Non-Regulated Business Unit,INT ACQ SERVICE,NON EEA INTERNATIONAL ACQUIRING FEE - Adjustment,Daily,Per Tx (%) ,A,ACQ,EUR,3.45,Non-Regulated Business Unit,Mandatory Service Components **,International Acquiring (Service Fee) **,,,General Fee Schedule ,Mandatory Service Components,International Acquiring (Service Fee)
VI,3B1102137,Non-Regulated Business Unit,INT CNP,International Card Not Present (CNP),Daily,Per Tx (%) ,A,ACQ,CAD,0,Non-Regulated Business Unit,Mandatory Service Components **,International Card Not Present (CNP),,SCHEME,General Fee Schedule ,Mandatory Service Components,International Card-Not-Present (CNP)
VI,3B1102237,Non-Regulated Business Unit,INT CNP,International Card Not Present (CNP) Adjust,Daily,Per Tx (%) ,A,ACQ,EUR,Vary,Non-Regulated Business Unit,Mandatory Service Components **,International Card Not Present (CNP),Coverred under 3B1102137,SCHEME,General Fee Schedule ,Mandatory Service Components,International Card-Not-Present (CNP)
VI,3B1102132,Non-Regulated Business Unit,INT CNP,ACQUIRER NON EEA INTERNATIONAL CARD NOT PRESENT,Daily,Per Tx (%) ,A,ACQ,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,International Card Not Present (CNP),Coverred under 3B1102137,SCHEME,General Fee Schedule ,Mandatory Service Components,International Card-Not-Present (CNP)
VI,3B1102133,Non-Regulated Business Unit,INT CNP,ACQUIRER NON EEA INTERNATIONAL CARD NOT PRESENT SWISS,Daily,Per Tx (%) ,A,ACQ,CHF,0,Non-Regulated Business Unit,Mandatory Service Components **,International Card Not Present (CNP),Coverred under 3B1102137,SCHEME,General Fee Schedule ,Mandatory Service Components,International Card-Not-Present (CNP)
VI,3Z9903600,Scheme Business Unit,MOTO FEE,Mail Order Telephone Order (MOTO) Fee * fee ended 25/01/2020,Quarterly,Per Tx (%) ,A,ACQ,EUR,Vary,Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Mail Order Telephone Order (MOTO) Fee ** ,,SCHEME,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,0
VI,3R9900010,Processing Business Unit,ACQ INCH RP,ACQ Interchange Reporting Service,Annual,Vol Tier (PPT),B,ACQ,EUR,20000,Processing Business Unit,Optional Service Elements,Acquirer Interchange Reporting Service,Billed in advance in August.  Based on previous 12 months' transactions,SCHEME,General Fee Schedule,Acquirer Optional Service Elements,Acquirer Interchange Reporting Service
VI,3F3522600,Processing Business Unit,CLEAR-SETTLE ADV,RECLASSIFICATION ADVICE - DOMESTIC,Monthly,Per Tx (PPT) ,B,ACQ,EUR,0,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3CSF02905,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - GREECE,Quarterly,Fixed,B,ACQ,EUR,1000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02900,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - BELGIUM,Quarterly,Fixed,B,ACQ,EUR,0,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02925,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - CZECH REPUBLIC,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02945,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - HUNGARY,Quarterly,Fixed,B,ACQ,EUR,1000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02903,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - LUXEMBOURG,Quarterly,Fixed,B,ACQ,EUR,0,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02922,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - POLAND,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02932,Scheme Business Unit,INV-MKTDEV,ACQ Innovation and Market Development Fee - SLOVAKIA,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02715,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - AUSTRIA,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02775,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - BULGARIA,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02720,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - CROATIA,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02780,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - CYPRUS,Quarterly,Fixed,B,ACQ,EUR,2000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02730,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - ESTONIA,Quarterly,Fixed,B,ACQ,EUR,1000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02735,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - LATVIA,Quarterly,Fixed,B,ACQ,EUR,1000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02740,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - LITHUANIA,Quarterly,Fixed,B,ACQ,EUR,1000,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02710,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - MALTA,Quarterly,Fixed,B,ACQ,EUR,1250,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02755,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - NETHERLANDS,Quarterly,Fixed,B,ACQ,EUR,2500,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02770,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - ROMANIA,Quarterly,Fixed,B,ACQ,EUR,0,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3CSF02750,Scheme Business Unit,INV-MKTDEV,Innovation and Market Development Fee - SLOVENIA,Quarterly,Fixed,B,ACQ,EUR,1250,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3C2112030,Not in Fee Guide,NO AUTHORZ BYPASS,NO AUTHORISATION BYPASS FEE / ML VE 90/15 - APR 2020,Monthly,Per Tx (PPT) ,B,ACQ,EUR,6,Not in Fee Guide,Miscellaneous,0,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3Z9963331,Scheme Business Unit,CSR-UNRATED,Credit Settlement Risk (CSR) Monitoring Service Fee,Quarterly,Fixed,C,PrincipalOther,USD,1,Scheme Business Unit,Mandatory Service Components,Credit Settlement Risk (CSR) Monitoring Service Fee,,SCHEME,General Fee Schedule,Mandatory Service Components,Credit Settlement Risk (CSR) Monitoring Service Fee
VI,3Z9999570,Non-Regulated Business Unit,ACQ Behavioural,Behavioral fee * AMS set rule to decline by the 4th for 24hrs,Ad Hoc,Per Tx (PPT) ,FINE,ACQ,EUR,1,Non-Regulated Business Unit,Behavioural Pricing Fees,Behavioural Pricing Fees,Investigate which program and passthrough,,General Fee Schedule,Behavioral Fees,Behavioral Fees
VI,3Q6500004,Not in Fee Guide,ACQ COMP FINE,GBPP VIOLATION: CASE(S)-22464,Ad Hoc,Variable,FINE,ACQ,EUR,25000,Not in Fee Guide,Miscellaneous,0,Investigate which program and passthrough,Fine,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3B1121003,Scheme Business Unit,ACQ New BIN,ACQUIRING ID ASSIGNMENT FEE,Ad Hoc,Variable,Implemt-Proj,ACQ,EUR,500,Scheme Business Unit,Mandatory Service Components **,BIN Licensing **,Investigate which progam and passthrough,,General Fee Schedule,Mandatory Service Components,Numeric Licensing
VI,3Z9900050,Scheme Business Unit,ACQ-Me2Me CRX-BRD INCH,UK ME-TO-ME PAYMENT MERCHANT PROGRAM REGISTRATION FEE,Ad Hoc,Variable,Implemt-Proj,ACQ,EUR,500,Scheme Business Unit,Optional Services,Cross Border Domestic Interchange Programme *,Investigate which progam and passthrough,,General Fee Schedule,Acquirer Optional Service Elements,Domestic Interchange Programmes
VI,3H4010137,"Scheme Business Unit, Non-Regulated Business Unit",CHB ACCEPT,151 - DISPUTE-ALLOC/COLLAB ACCEPTED/PARTIALLY- TIER 1,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010138,"Scheme Business Unit, Non-Regulated Business Unit",CHB ACCEPT,152 - DISPUTE-ALLOC/COLLAB ACCEPTED - TIER 2,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.5,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010139,"Scheme Business Unit, Non-Regulated Business Unit",CHB ACCEPT,153 - DISPUTE-ALLOC or COLLAB ACCEPTED - TIER 3,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.75,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010140,"Scheme Business Unit, Non-Regulated Business Unit",CHB ACCEPT,"156 - DISPUTE-ALLOC, COLLAB, PRE-ARB EXPIRED (AUTO-ACCEPT)",Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.75,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010125,"Scheme Business Unit, Non-Regulated Business Unit",CHB IMAGE,480 - IMAGES ADDED OR UPLOADED,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3F3516741,Non-Regulated Business Unit,CHB POS CLEAR-SETTL,NON EEA PURCHASE CHARGEBACK - INTRA REGIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516742,Non-Regulated Business Unit,CHB POS CLEAR-SETTL,NON EEA PURCHASE CHARGEBACK - INTRA REGIONAL SWISS Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.05,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617500,Processing Business Unit,CHB POS CLEAR-SETTL,PURCHASE CHARGEBACK - DOMESTIC Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3517500,Processing Business Unit,CHB POS CLEAR-SETTL,PURCHASE CHARGEBACK - DOMESTIC Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3520100,Processing Business Unit,CHB POS CLEAR-SETTL,PURCHASE CHARGEBACK - INTERNATIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516740,Processing Business Unit,CHB POS CLEAR-SETTL,PURCHASE CHARGEBACK - INTRA REGIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3H4010134,"Scheme Business Unit, Non-Regulated Business Unit",CHB RESP TIER 1,DISPUTE-ALLOC PRE-ARB SUBMITTED or DISPUTE-COLLAB DECLINED - TIER 1,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1.05,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010135,"Scheme Business Unit, Non-Regulated Business Unit",CHB RESP TIER 2,DISPUTE-ALLOC PRE-ARB SUBMITTED or DISPUTE-COLLAB DECLINED - TIER 2,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1.35,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010136,"Scheme Business Unit, Non-Regulated Business Unit",CHB RESP TIER 3,DISPUTE-ALLOC PRE-ARB SUBMITTED or DISPUTE-COLLAB DECLINED - TIER 3,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1.65,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3H4010116,"Scheme Business Unit, Non-Regulated Business Unit",CHB Retrieval request,180 - RFC FULFILLMENTS SUBMITTED,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.45,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3F3622900,Processing Business Unit,CHB Retrv CLEAR-SETTL,REQUEST FOR PHOTOCOPY - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3522900,Processing Business Unit,CHB Retrv CLEAR-SETTL,REQUEST FOR PHOTOCOPY - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3618700,Processing Business Unit,CHB Reversal,PURCHASE CHARGEBACK REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3518700,Processing Business Unit,CHB Reversal,PURCHASE CHARGEBACK REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3521300,Processing Business Unit,CHB Reversal,PURCHASE CHARGEBACK REVERSAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3516800,Processing Business Unit,CHB Reversal,PURCHASE CHARGEBACK REVERSAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3617700,Processing Business Unit,CHB RFN CLEAR-SETTL,CREDIT CHARGEBACK - DOMESTIC Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3520300,Processing Business Unit,CHB RFN CLEAR-SETTL,CREDIT CHARGEBACK - INTERNATIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516751,Non-Regulated Business Unit,CHB RFN CLEAR-SETTL,CREDIT CHARGEBACK - NON EEA Intra Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3521500,Processing Business Unit,CHB RFN Reversal,CREDIT CHARGEBACK REVERSAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3519600,Processing Business Unit,CHB RPRNT CLEAR-SETTL,PURCHASE REPRESENTMENT  - INTERNATIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617000,Processing Business Unit,CHB RPRNT CLEAR-SETTL,PURCHASE REPRESENTMENT - DOMESTIC Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516715,Processing Business Unit,CHB RPRNT CLEAR-SETTL,PURCHASE REPRESENTMENT - INTRA REGIONAL Clearing & Settlement,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3618200,Processing Business Unit,CHB RPRNT Reversal,PURCHASE REPRESENTMENT REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3516775,Processing Business Unit,CHB RPRNT Reversal,PURCHASE REPRESENTMENT REVERSAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3520800,Processing Business Unit,CHB RPRNT Reversal,PURCHASE REPRESENTMENT REVERSAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3517100,Processing Business Unit,OCT CLEAR&SETTL,CREDIT ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617100,Processing Business Unit,OCT CLEAR&SETTL,CREDIT ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
